widx,word,nseg,nsyll,nstress,pos,dep,m1a,m1b,m2a,m2b,mmean,sidx,sent,ambig1,ambig2
16,spiritual,10.0,4.0,1.0,JJ,conj:and,3.0,3.0,3.0,3.0,-2.0,2,"In this outward and physical ceremony , we attest once again to the inner and spiritual strength of our Nation .",4,4
17,strength,7.0,1.0,1.0,NN,nmod:to,2.0,2.0,2.0,2.0,-1.0,2,"In this outward and physical ceremony , we attest once again to the inner and spiritual strength of our Nation .",4,4
18,of,2.0,1.0,1.0,IN,case,3.0,3.0,2.0,3.0,-1.75,2,"In this outward and physical ceremony , we attest once again to the inner and spiritual strength of our Nation .",4,4
19,our,2.0,2.0,1.0,PRP$,nmod:poss,3.0,3.0,3.0,3.0,-2.0,2,"In this outward and physical ceremony , we attest once again to the inner and spiritual strength of our Nation .",4,4
20,Nation,5.0,2.0,1.0,NN,nmod:of,1.0,1.0,1.0,1.0,0.0,2,"In this outward and physical ceremony , we attest once again to the inner and spiritual strength of our Nation .",4,4
21,.,,,,.,,,,,,,2,"In this outward and physical ceremony , we attest once again to the inner and spiritual strength of our Nation .",4,4
1,As,2.0,1.0,1.0,IN,mark,4.0,4.0,3.0,4.0,-2.75,3,"As my high school teacher , Miss Julia Coleman , used to say , `` We must adjust to changing times and still hold to unchanging principles . ''",3,3
2,my,2.0,1.0,1.0,PRP$,nmod:poss,6.0,6.0,6.0,6.0,-5.0,3,"As my high school teacher , Miss Julia Coleman , used to say , `` We must adjust to changing times and still hold to unchanging principles . ''",3,3
3,high,2.0,1.0,1.0,JJ,amod,5.0,5.0,5.0,5.0,-4.0,3,"As my high school teacher , Miss Julia Coleman , used to say , `` We must adjust to changing times and still hold to unchanging principles . ''",3,3
4,school,4.0,1.0,1.0,NN,compound,4.0,4.0,4.0,4.0,-3.0,3,"As my high school teacher , Miss Julia Coleman , used to say , `` We must adjust to changing times and still hold to unchanging principles . ''",3,3
5,teacher,4.0,2.0,1.0,NN,nsubj,5.0,5.0,5.0,5.0,-4.0,3,"As my high school teacher , Miss Julia Coleman , used to say , `` We must adjust to changing times and still hold to unchanging principles . ''",3,3
6,",",,,,",",,,,,,,3,"As my high school teacher , Miss Julia Coleman , used to say , `` We must adjust to changing times and still hold to unchanging principles . ''",3,3
7,Miss,3.0,1.0,1.0,NNP,compound,4.0,4.0,4.0,4.0,-3.0,3,"As my high school teacher , Miss Julia Coleman , used to say , `` We must adjust to changing times and still hold to unchanging principles . ''",3,3
8,Julia,5.0,2.0,1.0,NNP,compound,3.0,3.0,3.0,3.0,-2.0,3,"As my high school teacher , Miss Julia Coleman , used to say , `` We must adjust to changing times and still hold to unchanging principles . ''",3,3
9,Coleman,6.0,2.0,1.0,NNP,appos,4.0,4.0,4.0,4.0,-3.0,3,"As my high school teacher , Miss Julia Coleman , used to say , `` We must adjust to changing times and still hold to unchanging principles . ''",3,3
10,",",,,,",",,,,,,,3,"As my high school teacher , Miss Julia Coleman , used to say , `` We must adjust to changing times and still hold to unchanging principles . ''",3,3
11,used,4.0,1.0,1.0,VBD,advcl,3.0,3.0,3.0,3.0,-2.0,3,"As my high school teacher , Miss Julia Coleman , used to say , `` We must adjust to changing times and still hold to unchanging principles . ''",3,3
12,to,2.0,1.0,1.0,TO,mark,4.0,4.0,4.0,4.0,-3.0,3,"As my high school teacher , Miss Julia Coleman , used to say , `` We must adjust to changing times and still hold to unchanging principles . ''",3,3
13,say,2.0,1.0,1.0,VB,xcomp,2.0,2.0,2.0,2.0,-1.0,3,"As my high school teacher , Miss Julia Coleman , used to say , `` We must adjust to changing times and still hold to unchanging principles . ''",3,3
14,",",,,,",",,,,,,,3,"As my high school teacher , Miss Julia Coleman , used to say , `` We must adjust to changing times and still hold to unchanging principles . ''",3,3
15,``,,,,``,,2.0,2.0,2.0,2.0,-1.0,3,"As my high school teacher , Miss Julia Coleman , used to say , `` We must adjust to changing times and still hold to unchanging principles . ''",3,3
16,We,2.0,1.0,1.0,PRP,nsubj,4.0,4.0,2.0,4.0,-2.5,3,"As my high school teacher , Miss Julia Coleman , used to say , `` We must adjust to changing times and still hold to unchanging principles . ''",3,3
17,must,4.0,1.0,1.0,MD,aux,4.0,4.0,3.0,4.0,-2.75,3,"As my high school teacher , Miss Julia Coleman , used to say , `` We must adjust to changing times and still hold to unchanging principles . ''",3,3
18,adjust,5.0,2.0,1.0,VB,root,4.0,4.0,4.0,4.0,-3.0,3,"As my high school teacher , Miss Julia Coleman , used to say , `` We must adjust to changing times and still hold to unchanging principles . ''",3,3
19,to,2.0,1.0,1.0,TO,case,5.0,5.0,5.0,5.0,-4.0,3,"As my high school teacher , Miss Julia Coleman , used to say , `` We must adjust to changing times and still hold to unchanging principles . ''",3,3
20,changing,6.0,2.0,1.0,VBG,amod,4.0,4.0,4.0,4.0,-3.0,3,"As my high school teacher , Miss Julia Coleman , used to say , `` We must adjust to changing times and still hold to unchanging principles . ''",3,3
21,times,4.0,1.0,1.0,NNS,nmod:to,3.0,3.0,3.0,3.0,-2.0,3,"As my high school teacher , Miss Julia Coleman , used to say , `` We must adjust to changing times and still hold to unchanging principles . ''",3,3
22,and,3.0,1.0,1.0,CC,cc,4.0,4.0,4.0,4.0,-3.0,3,"As my high school teacher , Miss Julia Coleman , used to say , `` We must adjust to changing times and still hold to unchanging principles . ''",3,3
23,still,4.0,1.0,1.0,RB,advmod,3.0,3.0,3.0,3.0,-2.0,3,"As my high school teacher , Miss Julia Coleman , used to say , `` We must adjust to changing times and still hold to unchanging principles . ''",3,3
24,hold,4.0,1.0,1.0,VB,conj:and,3.0,3.0,3.0,3.0,-2.0,3,"As my high school teacher , Miss Julia Coleman , used to say , `` We must adjust to changing times and still hold to unchanging principles . ''",3,3
25,to,2.0,1.0,1.0,TO,case,4.0,4.0,4.0,4.0,-3.0,3,"As my high school teacher , Miss Julia Coleman , used to say , `` We must adjust to changing times and still hold to unchanging principles . ''",3,3
26,unchanging,8.0,3.0,1.0,JJ,amod,3.0,3.0,3.0,3.0,-2.0,3,"As my high school teacher , Miss Julia Coleman , used to say , `` We must adjust to changing times and still hold to unchanging principles . ''",3,3
27,principles,10.0,3.0,1.0,NNS,nmod:to,2.0,2.0,2.0,2.0,-1.0,3,"As my high school teacher , Miss Julia Coleman , used to say , `` We must adjust to changing times and still hold to unchanging principles . ''",3,3
28,.,,,,.,,,,,,,3,"As my high school teacher , Miss Julia Coleman , used to say , `` We must adjust to changing times and still hold to unchanging principles . ''",3,3
29,'',,,,'',,1.0,1.0,1.0,1.0,0.0,3,"As my high school teacher , Miss Julia Coleman , used to say , `` We must adjust to changing times and still hold to unchanging principles . ''",3,3
1,Here,3.0,1.0,1.0,RB,advmod,3.0,3.0,3.0,3.0,-2.0,4,"Here before me is the Bible used in the inauguration of our first President , in 1789 , and I have just taken the oath of office on the Bible my mother gave me just a few years ago , opened to a timeless admonition from the ancient prophet Micah :",12,11
2,before,5.0,2.0,1.0,IN,mark,4.0,4.0,4.0,4.0,-3.0,4,"Here before me is the Bible used in the inauguration of our first President , in 1789 , and I have just taken the oath of office on the Bible my mother gave me just a few years ago , opened to a timeless admonition from the ancient prophet Micah :",12,11
3,me,2.0,1.0,1.0,PRP,nsubj,6.0,6.0,4.0,6.0,-4.5,4,"Here before me is the Bible used in the inauguration of our first President , in 1789 , and I have just taken the oath of office on the Bible my mother gave me just a few years ago , opened to a timeless admonition from the ancient prophet Micah :",12,11
4,is,2.0,1.0,1.0,VBZ,cop,5.0,5.0,4.0,5.0,-3.75,4,"Here before me is the Bible used in the inauguration of our first President , in 1789 , and I have just taken the oath of office on the Bible my mother gave me just a few years ago , opened to a timeless admonition from the ancient prophet Micah :",12,11
5,the,2.0,1.0,0.0,DT,det,6.0,6.0,6.0,6.0,-5.0,4,"Here before me is the Bible used in the inauguration of our first President , in 1789 , and I have just taken the oath of office on the Bible my mother gave me just a few years ago , opened to a timeless admonition from the ancient prophet Micah :",12,11
6,Bible,5.0,2.0,1.0,NNP,dep,4.0,4.0,4.0,4.0,-3.0,4,"Here before me is the Bible used in the inauguration of our first President , in 1789 , and I have just taken the oath of office on the Bible my mother gave me just a few years ago , opened to a timeless admonition from the ancient prophet Micah :",12,11
7,used,4.0,1.0,1.0,VBN,acl,4.0,4.0,4.0,4.0,-3.0,4,"Here before me is the Bible used in the inauguration of our first President , in 1789 , and I have just taken the oath of office on the Bible my mother gave me just a few years ago , opened to a timeless admonition from the ancient prophet Micah :",12,11
8,in,2.0,1.0,0.0,IN,case,6.0,6.0,5.0,6.0,-4.75,4,"Here before me is the Bible used in the inauguration of our first President , in 1789 , and I have just taken the oath of office on the Bible my mother gave me just a few years ago , opened to a timeless admonition from the ancient prophet Micah :",12,11
9,the,2.0,1.0,0.0,DT,det,7.0,7.0,7.0,7.0,-6.0,4,"Here before me is the Bible used in the inauguration of our first President , in 1789 , and I have just taken the oath of office on the Bible my mother gave me just a few years ago , opened to a timeless admonition from the ancient prophet Micah :",12,11
10,inauguration,10.0,5.0,2.0,NN,nmod:in,5.0,5.0,5.0,5.0,-4.0,4,"Here before me is the Bible used in the inauguration of our first President , in 1789 , and I have just taken the oath of office on the Bible my mother gave me just a few years ago , opened to a timeless admonition from the ancient prophet Micah :",12,11
11,of,2.0,1.0,1.0,IN,case,6.0,6.0,5.0,6.0,-4.75,4,"Here before me is the Bible used in the inauguration of our first President , in 1789 , and I have just taken the oath of office on the Bible my mother gave me just a few years ago , opened to a timeless admonition from the ancient prophet Micah :",12,11
12,our,2.0,2.0,1.0,PRP$,nmod:poss,6.0,6.0,6.0,6.0,-5.0,4,"Here before me is the Bible used in the inauguration of our first President , in 1789 , and I have just taken the oath of office on the Bible my mother gave me just a few years ago , opened to a timeless admonition from the ancient prophet Micah :",12,11
13,first,4.0,1.0,1.0,JJ,amod,5.0,5.0,5.0,5.0,-4.0,4,"Here before me is the Bible used in the inauguration of our first President , in 1789 , and I have just taken the oath of office on the Bible my mother gave me just a few years ago , opened to a timeless admonition from the ancient prophet Micah :",12,11
14,President,9.0,3.0,2.0,NN,nmod:of,4.0,4.0,4.0,4.0,-3.0,4,"Here before me is the Bible used in the inauguration of our first President , in 1789 , and I have just taken the oath of office on the Bible my mother gave me just a few years ago , opened to a timeless admonition from the ancient prophet Micah :",12,11
15,",",,,,",",,,,,,,4,"Here before me is the Bible used in the inauguration of our first President , in 1789 , and I have just taken the oath of office on the Bible my mother gave me just a few years ago , opened to a timeless admonition from the ancient prophet Micah :",12,11
16,in,2.0,1.0,0.0,IN,case,5.0,5.0,4.0,5.0,-3.75,4,"Here before me is the Bible used in the inauguration of our first President , in 1789 , and I have just taken the oath of office on the Bible my mother gave me just a few years ago , opened to a timeless admonition from the ancient prophet Micah :",12,11
17,1789,,,,CD,nmod:in,3.0,3.0,3.0,3.0,-2.0,4,"Here before me is the Bible used in the inauguration of our first President , in 1789 , and I have just taken the oath of office on the Bible my mother gave me just a few years ago , opened to a timeless admonition from the ancient prophet Micah :",12,11
18,",",,,,",",,,,,,,4,"Here before me is the Bible used in the inauguration of our first President , in 1789 , and I have just taken the oath of office on the Bible my mother gave me just a few years ago , opened to a timeless admonition from the ancient prophet Micah :",12,11
19,and,3.0,1.0,1.0,CC,cc,4.0,4.0,4.0,4.0,-3.0,4,"Here before me is the Bible used in the inauguration of our first President , in 1789 , and I have just taken the oath of office on the Bible my mother gave me just a few years ago , opened to a timeless admonition from the ancient prophet Micah :",12,11
20,I,1.0,1.0,1.0,PRP,nsubj,5.0,5.0,3.0,5.0,-3.5,4,"Here before me is the Bible used in the inauguration of our first President , in 1789 , and I have just taken the oath of office on the Bible my mother gave me just a few years ago , opened to a timeless admonition from the ancient prophet Micah :",12,11
21,have,3.0,1.0,1.0,VBP,aux,4.0,4.0,3.0,4.0,-2.75,4,"Here before me is the Bible used in the inauguration of our first President , in 1789 , and I have just taken the oath of office on the Bible my mother gave me just a few years ago , opened to a timeless admonition from the ancient prophet Micah :",12,11
22,just,4.0,1.0,1.0,RB,advmod,3.0,3.0,3.0,3.0,-2.0,4,"Here before me is the Bible used in the inauguration of our first President , in 1789 , and I have just taken the oath of office on the Bible my mother gave me just a few years ago , opened to a timeless admonition from the ancient prophet Micah :",12,11
23,taken,5.0,2.0,1.0,VBN,conj:and,3.0,3.0,3.0,3.0,-2.0,4,"Here before me is the Bible used in the inauguration of our first President , in 1789 , and I have just taken the oath of office on the Bible my mother gave me just a few years ago , opened to a timeless admonition from the ancient prophet Micah :",12,11
24,the,2.0,1.0,0.0,DT,det,6.0,6.0,6.0,6.0,-5.0,4,"Here before me is the Bible used in the inauguration of our first President , in 1789 , and I have just taken the oath of office on the Bible my mother gave me just a few years ago , opened to a timeless admonition from the ancient prophet Micah :",12,11
25,oath,2.0,1.0,1.0,NN,dobj,4.0,4.0,4.0,4.0,-3.0,4,"Here before me is the Bible used in the inauguration of our first President , in 1789 , and I have just taken the oath of office on the Bible my mother gave me just a few years ago , opened to a timeless admonition from the ancient prophet Micah :",12,11
26,of,2.0,1.0,1.0,IN,case,5.0,5.0,4.0,5.0,-3.75,4,"Here before me is the Bible used in the inauguration of our first President , in 1789 , and I have just taken the oath of office on the Bible my mother gave me just a few years ago , opened to a timeless admonition from the ancient prophet Micah :",12,11
27,office,4.0,2.0,1.0,NN,nmod:of,3.0,3.0,3.0,3.0,-2.0,4,"Here before me is the Bible used in the inauguration of our first President , in 1789 , and I have just taken the oath of office on the Bible my mother gave me just a few years ago , opened to a timeless admonition from the ancient prophet Micah :",12,11
28,on,2.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,4,"Here before me is the Bible used in the inauguration of our first President , in 1789 , and I have just taken the oath of office on the Bible my mother gave me just a few years ago , opened to a timeless admonition from the ancient prophet Micah :",12,11
29,the,2.0,1.0,0.0,DT,det,5.0,5.0,5.0,5.0,-4.0,4,"Here before me is the Bible used in the inauguration of our first President , in 1789 , and I have just taken the oath of office on the Bible my mother gave me just a few years ago , opened to a timeless admonition from the ancient prophet Micah :",12,11
30,Bible,5.0,2.0,1.0,NNP,nmod:on,3.0,3.0,3.0,3.0,-2.0,4,"Here before me is the Bible used in the inauguration of our first President , in 1789 , and I have just taken the oath of office on the Bible my mother gave me just a few years ago , opened to a timeless admonition from the ancient prophet Micah :",12,11
31,my,2.0,1.0,1.0,PRP$,nmod:poss,5.0,5.0,5.0,5.0,-4.0,4,"Here before me is the Bible used in the inauguration of our first President , in 1789 , and I have just taken the oath of office on the Bible my mother gave me just a few years ago , opened to a timeless admonition from the ancient prophet Micah :",12,11
32,mother,4.0,2.0,1.0,NN,nsubj,3.0,3.0,3.0,3.0,-2.0,4,"Here before me is the Bible used in the inauguration of our first President , in 1789 , and I have just taken the oath of office on the Bible my mother gave me just a few years ago , opened to a timeless admonition from the ancient prophet Micah :",12,11
33,gave,3.0,1.0,1.0,VBD,acl:relcl,3.0,3.0,3.0,3.0,-2.0,4,"Here before me is the Bible used in the inauguration of our first President , in 1789 , and I have just taken the oath of office on the Bible my mother gave me just a few years ago , opened to a timeless admonition from the ancient prophet Micah :",12,11
34,me,2.0,1.0,1.0,PRP,dobj,5.0,5.0,3.0,5.0,-3.5,4,"Here before me is the Bible used in the inauguration of our first President , in 1789 , and I have just taken the oath of office on the Bible my mother gave me just a few years ago , opened to a timeless admonition from the ancient prophet Micah :",12,11
35,just,4.0,1.0,1.0,RB,advmod,4.0,4.0,4.0,4.0,-3.0,4,"Here before me is the Bible used in the inauguration of our first President , in 1789 , and I have just taken the oath of office on the Bible my mother gave me just a few years ago , opened to a timeless admonition from the ancient prophet Micah :",12,11
36,a,1.0,1.0,0.0,DT,det,5.0,5.0,5.0,5.0,-4.0,4,"Here before me is the Bible used in the inauguration of our first President , in 1789 , and I have just taken the oath of office on the Bible my mother gave me just a few years ago , opened to a timeless admonition from the ancient prophet Micah :",12,11
37,few,3.0,1.0,1.0,JJ,amod,4.0,4.0,4.0,4.0,-3.0,4,"Here before me is the Bible used in the inauguration of our first President , in 1789 , and I have just taken the oath of office on the Bible my mother gave me just a few years ago , opened to a timeless admonition from the ancient prophet Micah :",12,11
38,years,4.0,1.0,1.0,NNS,nmod:npmod,3.0,3.0,3.0,3.0,-2.0,4,"Here before me is the Bible used in the inauguration of our first President , in 1789 , and I have just taken the oath of office on the Bible my mother gave me just a few years ago , opened to a timeless admonition from the ancient prophet Micah :",12,11
39,ago,3.0,2.0,1.0,RB,advmod,2.0,2.0,2.0,2.0,-1.0,4,"Here before me is the Bible used in the inauguration of our first President , in 1789 , and I have just taken the oath of office on the Bible my mother gave me just a few years ago , opened to a timeless admonition from the ancient prophet Micah :",12,11
40,",",,,,",",,,,,,,4,"Here before me is the Bible used in the inauguration of our first President , in 1789 , and I have just taken the oath of office on the Bible my mother gave me just a few years ago , opened to a timeless admonition from the ancient prophet Micah :",12,11
41,opened,5.0,2.0,1.0,VBD,root,2.0,2.0,2.0,2.0,-1.0,4,"Here before me is the Bible used in the inauguration of our first President , in 1789 , and I have just taken the oath of office on the Bible my mother gave me just a few years ago , opened to a timeless admonition from the ancient prophet Micah :",12,11
42,to,2.0,1.0,1.0,TO,case,4.0,4.0,4.0,4.0,-3.0,4,"Here before me is the Bible used in the inauguration of our first President , in 1789 , and I have just taken the oath of office on the Bible my mother gave me just a few years ago , opened to a timeless admonition from the ancient prophet Micah :",12,11
43,a,1.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,4,"Here before me is the Bible used in the inauguration of our first President , in 1789 , and I have just taken the oath of office on the Bible my mother gave me just a few years ago , opened to a timeless admonition from the ancient prophet Micah :",12,11
44,timeless,6.0,2.0,1.0,JJ,amod,3.0,3.0,3.0,3.0,-2.0,4,"Here before me is the Bible used in the inauguration of our first President , in 1789 , and I have just taken the oath of office on the Bible my mother gave me just a few years ago , opened to a timeless admonition from the ancient prophet Micah :",12,11
45,admonition,9.0,4.0,2.0,NN,nmod:to,2.0,2.0,2.0,2.0,-1.0,4,"Here before me is the Bible used in the inauguration of our first President , in 1789 , and I have just taken the oath of office on the Bible my mother gave me just a few years ago , opened to a timeless admonition from the ancient prophet Micah :",12,11
46,from,4.0,1.0,1.0,IN,case,3.0,3.0,2.0,3.0,-1.75,4,"Here before me is the Bible used in the inauguration of our first President , in 1789 , and I have just taken the oath of office on the Bible my mother gave me just a few years ago , opened to a timeless admonition from the ancient prophet Micah :",12,11
47,the,2.0,1.0,0.0,DT,det,3.0,3.0,3.0,3.0,-2.0,4,"Here before me is the Bible used in the inauguration of our first President , in 1789 , and I have just taken the oath of office on the Bible my mother gave me just a few years ago , opened to a timeless admonition from the ancient prophet Micah :",12,11
48,ancient,6.0,2.0,1.0,JJ,amod,2.0,2.0,2.0,2.0,-1.0,4,"Here before me is the Bible used in the inauguration of our first President , in 1789 , and I have just taken the oath of office on the Bible my mother gave me just a few years ago , opened to a timeless admonition from the ancient prophet Micah :",12,11
49,prophet,6.0,2.0,1.0,NN,compound,1.0,1.0,1.0,1.0,0.0,4,"Here before me is the Bible used in the inauguration of our first President , in 1789 , and I have just taken the oath of office on the Bible my mother gave me just a few years ago , opened to a timeless admonition from the ancient prophet Micah :",12,11
50,Micah,4.0,2.0,1.0,NN,nmod:from,2.0,2.0,2.0,2.0,-1.0,4,"Here before me is the Bible used in the inauguration of our first President , in 1789 , and I have just taken the oath of office on the Bible my mother gave me just a few years ago , opened to a timeless admonition from the ancient prophet Micah :",12,11
51,:,,,,:,,,,,,,4,"Here before me is the Bible used in the inauguration of our first President , in 1789 , and I have just taken the oath of office on the Bible my mother gave me just a few years ago , opened to a timeless admonition from the ancient prophet Micah :",12,11
1,``,,,,``,,2.0,2.0,2.0,2.0,-1.0,5,"`` He hath showed thee , O man , what is good ;",4,4
2,He,2.0,1.0,1.0,PRP,nsubj,4.0,4.0,2.0,4.0,-2.5,5,"`` He hath showed thee , O man , what is good ;",4,4
3,hath,3.0,1.0,1.0,VBD,root,2.0,2.0,2.0,2.0,-1.0,5,"`` He hath showed thee , O man , what is good ;",4,4
4,showed,3.0,1.0,1.0,VBD,ccomp,2.0,2.0,2.0,2.0,-1.0,5,"`` He hath showed thee , O man , what is good ;",4,4
5,thee,2.0,1.0,1.0,PRP,dobj,4.0,4.0,2.0,4.0,-2.5,5,"`` He hath showed thee , O man , what is good ;",4,4
6,",",,,,",",,,,,,,5,"`` He hath showed thee , O man , what is good ;",4,4
7,O,1.0,1.0,1.0,NNP,compound,2.0,2.0,2.0,2.0,-1.0,5,"`` He hath showed thee , O man , what is good ;",4,4
8,man,3.0,1.0,1.0,NN,appos,3.0,3.0,3.0,3.0,-2.0,5,"`` He hath showed thee , O man , what is good ;",4,4
9,",",,,,",",,,,,,,5,"`` He hath showed thee , O man , what is good ;",4,4
10,what,3.0,1.0,1.0,WP,ref,4.0,4.0,2.0,4.0,-2.5,5,"`` He hath showed thee , O man , what is good ;",4,4
11,is,2.0,1.0,1.0,VBZ,cop,3.0,3.0,2.0,3.0,-1.75,5,"`` He hath showed thee , O man , what is good ;",4,4
12,good,3.0,1.0,1.0,JJ,acl:relcl,1.0,1.0,1.0,1.0,0.0,5,"`` He hath showed thee , O man , what is good ;",4,4
13,;,,,,:,,,,,,,5,"`` He hath showed thee , O man , what is good ;",4,4
1,and,3.0,1.0,1.0,CC,cc,4.0,4.0,4.0,4.0,-3.0,6,"and what doth the Lord require of thee , but to do justly , and to love mercy , and to walk humbly with thy God . ''",4,4
